지점명,주소,주소1,주소2,주소3
경기대역,경기도 수원시 영통구 대학4로 9,경기도,수원시,영통구 대학4로 9
파주적성,경기도 파주시 적성면 마지리 46-8,경기도,파주시,적성면 마지리 46-8
양재동,서울특별시 서초구 동산로 22,서울특별시,서초구,동산로 22
정읍상동,전라북도 정읍시 신경2길 28,전라북도,정읍시,신경2길 28
영등포롯데,서울특별시 영등포구 경인로 846 롯데백화점 영등포점 지하1층,서울특별시,영등포구,경인로 846 롯데백화점 영등포점 지하1층
영등포역사,서울특별시 영등포구 경인로102길 13,서울특별시,영등포구,경인로102길 13
대구가창D/T,대구광역시 달성군 가창면 가창로 1075,대구광역시,달성군,가창면 가창로 1075
포일IT,경기도 의왕시 포일세거리로 10,경기도,의왕시,포일세거리로 10
안성맞춤휴게소(상),경기도 안성시 서운면 평택제천고속도로 41,경기도,안성시,서운면 평택제천고속도로 41
안성맞춤휴게소(하),경기도 안성시 서운면 평택제천고속도로 40,경기도,안성시,서운면 평택제천고속도로 40
죽암휴게소(하)D/T,충청북도 청주시 서원구 현도면 경부고속도로 289,충청북도,청주시,서원구 현도면 경부고속도로 289
용인모현,경기도 용인시 처인구 모현면 백옥대로 2387,경기도,용인시,처인구 모현면 백옥대로 2387
부산해운대좌동,부산광역시 해운대구 좌동순환로 74,부산광역시,해운대구,좌동순환로 74
평택안중D/I,경기도 평택시 안중읍 안현로서9길 5,경기도,평택시,안중읍 안현로서9길 5
화성반월,경기도 화성시 영통로27번길 1,경기도,화성시,영통로27번길 1
남성역,서울특별시 동작구 사당로 200,서울특별시,동작구,사당로 200
울산옥동타워,울산광역시 남구 문수로 399,울산광역시,남구,문수로 399
영주가흥,경상북도 영주시 대동로31번길 2,경상북도,영주시,대동로31번길 2
전주하가D/I,전라북도 전주시 덕진구 덕진동2가 392-7,전라북도,전주시,덕진구 덕진동2가 392-7
용인천리,경기도 용인시 처인구 이동면 백옥대로 641,경기도,용인시,처인구 이동면 백옥대로 641
부산재송,부산광역시 해운대구 재반로 86,부산광역시,해운대구,재반로 86
고성간성,강원도 고성군 간성읍 간성로 59-1,강원도,고성군,간성읍 간성로 59-1
오창2산단,충청북도 청주시 청원구 오창읍 주성1길 5,충청북도,청주시,청원구 오창읍 주성1길 5
부산민락,부산광역시 수영구 광안해변로 282,부산광역시,수영구,광안해변로 282
이천하이닉스,경기도 이천시 경충대로 2096-4,경기도,이천시,경충대로 2096-4
파주당동,경기도 파주시 문산읍 방촌로 1719-57,경기도,파주시,문산읍 방촌로 1719-57
현풍테크노폴리스,대구광역시 달성군 유가면 테크노대로 61,대구광역시,달성군,유가면 테크노대로 61
수지풍덕천,경기도 용인시 수지구 풍덕천로 133,경기도,용인시,수지구 풍덕천로 133
의정부민락,"경기도 의정부시 천보로 44, 해동본타워 1층 102호",경기도,의정부시,"천보로 44, 해동본타워 1층 102호"
광주백운,광주광역시 남구 독립로 100-1,광주광역시,남구,독립로 100-1
세종종촌,세종특별자치시 도움1로 108,세종특별자치시,세종특별자치시,도움1로 108
부산신호,부산광역시 강서구 신호산단2로27번길 3,부산광역시,강서구,신호산단2로27번길 3
전남함평,전라남도 함평군 함평읍 중앙길 21,전라남도,함평군,함평읍 중앙길 21
울산명촌,울산광역시 북구 명촌로 45,울산광역시,북구,명촌로 45
위례역,경기도 성남시 수정구 위례광장로 25,경기도,성남시,수정구 위례광장로 25
안산부곡,경기도 안산시 상록구 부곡로 118,경기도,안산시,상록구 부곡로 118
청주내수,충청북도 청주시 청원구 내수읍 마산2길 49,충청북도,청주시,청원구 내수읍 마산2길 49
김천혁신도시,경상북도 김천시 혁신4로 7,경상북도,김천시,혁신4로 7
인덕원역,경기도 안양시 동안구 흥안대로 527,경기도,안양시,동안구 흥안대로 527
주안,인천광역시 미추홀구 주안로 지하86,인천광역시,미추홀구,주안로 지하86
제주한림,제주특별자치도 제주시 한림읍 936-7,제주특별자치도,제주시,한림읍 936-7
동탄커뮤니티,"경기도 화성시 동탄순환대로 685, 104호",경기도,화성시,"동탄순환대로 685, 104호"
구미문성,경상북도 구미시 고아읍 들성로 213,경상북도,구미시,고아읍 들성로 213
충남도청,충청남도 홍성군 홍북면 의향로 263,충청남도,홍성군,홍북면 의향로 263
평택청북D/T,경기도 평택시 청북면 서해로 1540,경기도,평택시,청북면 서해로 1540
보령동대,충청남도 보령시 주공로 5,충청남도,보령시,주공로 5
춘천우두,강원도 춘천시 충열로 39,강원도,춘천시,충열로 39
대구율하중앙,대구광역시 동구 안심로22길 40-5,대구광역시,동구,안심로22길 40-5
무주리조트,"전라북도 무주군 설천면 만선로 185, 1층",전라북도,무주군,"설천면 만선로 185, 1층"
롯데마트마산양덕,경상남도 창원시 마산회원구 삼호로 80,경상남도,창원시,마산회원구 삼호로 80
용산서계,서울특별시 마포구 만리재로 150-1,서울특별시,마포구,만리재로 150-1
구월아시아드,인천광역시 미추홀구 인하로 563,인천광역시,미추홀구,인하로 563
울산반구,울산광역시 중구 염포로 21,울산광역시,중구,염포로 21
시흥하중,경기도 시흥시 하중로 213-1,경기도,시흥시,하중로 213-1
세종부강,세종특별자치시 부강면 부강로 42,세종특별자치시,세종특별자치시,부강면 부강로 42
홈플러스송도,인천광역시 연수구 송도국제대로 -,인천광역시,연수구,송도국제대로 -
인천학산,인천광역시 미추홀구 한나루로 389,인천광역시,미추홀구,한나루로 389
창원감계,경상남도 창원시 의창구 북면 동전로45번길 23,경상남도,창원시,의창구 북면 동전로45번길 23
전남구례,전라남도 구례군 구례읍 봉성로 70,전라남도,구례군,구례읍 봉성로 70
거제상문,경상남도 거제시 상동동 590-1,경상남도,거제시,상동동 590-1
김천모다아울렛,"경상북도 김천시 아포읍 아포대로 1417, 김천모다아울렛 101동 3층",경상북도,김천시,"아포읍 아포대로 1417, 김천모다아울렛 101동 3층"
인천공항A/S동편,인천광역시 중구 운서동 2851,인천광역시,중구,운서동 2851
서대문역,서울특별시 서대문구 충정로2가 8-2,서울특별시,서대문구,충정로2가 8-2
인천공항1층,인천광역시 중구 운서동 2851,인천광역시,중구,운서동 2851
자운대,대전광역시 유성구 자운로97번길 1층,대전광역시,유성구,자운로97번길 1층
청주강내,충청북도 청원군 강내면 탑연리 277-2,충청북도,청주시,강내면 탑연리 277-2
삼양사거리,서울특별시 강북구 미아동 701-5,서울특별시,강북구,미아동 701-5
롯데아울렛고양터미널,경기도 고양시 일산동구 백석동 1242,경기도,고양시,일산동구 백석동 1242
모슬포,제주특별자치도 서귀포시 대정읍 하모리 2143-3,제주특별자치도,서귀포시,대정읍 하모리 2143-3
부산송도,부산광역시 서구 암남동 334-11,부산광역시,서구,암남동 334-11
용인휴게소(상),경기도 용인시 처인구 고림동 89,경기도,용인시,처인구 고림동 89
패션아일랜드대전,대전광역시 동구 가오동 557,대전광역시,동구,가오동 557
대구역사,대구광역시 북구 칠성동2가 302-155,대구광역시,북구,칠성동2가 302-155
전주도청,전라북도 전주시 완산구 효자동2가 1239-4,전라북도,전주시,완산구 효자동2가 1239-4
당진신평,충청남도 당진군 신평면 거산리 15-6,충청남도,당진시,신평면 거산리 15-6
일산웨스턴돔,경기도 고양시 일산동구 장항동 855,경기도,고양시,일산동구 장항동 855
광주선운,광주광역시 광산구 선암동 569,광주광역시,광산구,선암동 569
평택비전,경기도 평택시 비전동 1012 J타워 1층,경기도,평택시,비전동 1012 J타워 1층
고양원흥,경기도 고양시 덕양구 도내동 957,경기도,고양시,덕양구 도내동 957
천왕역,서울특별시 구로구 오류동 306-4,서울특별시,구로구,오류동 306-4
아산용화,충청남도 아산시 용화동 1405,충청남도,아산시,용화동 1405
아산신창,충청남도 아산시 배미동 240 1층,충청남도,아산시,배미동 240 1층
외대역,서울특별시 동대문구 휘경로 5-1,서울특별시,동대문구,휘경로 5-1
화성화산D/T,경기도 화성시 안녕동 37-89,경기도,화성시,안녕동 37-89
청주지웰,충청북도 청주시 흥덕구 복대동 288-115 1층,충청북도,청주시,흥덕구 복대동 288-115 1층
서울대입구역,서울특별시 관악구 봉천동 863-1,서울특별시,관악구,봉천동 863-1
대전월평,대전광역시 서구 월평동 912 1층,대전광역시,서구,월평동 912 1층
신방화역,"서울특별시 강서구 방화동 B2-2 마곡SB타운 117호, 118호, 208-1호",서울특별시,강서구,"방화동 B2-2 마곡SB타운 117호, 118호, 208-1호"
강릉주문진,강원도 강릉시 주문진읍 주문리 323-6,강원도,강릉시,주문진읍 주문리 323-6
진주초전D/I,경상남도 진주시 대신로 474,경상남도,진주시,대신로 474
서동탄역,경기도 화성시 능동 1154-8,경기도,화성시,능동 1154-8
오목천D/T,경기도 수원시 권선구 오목천동 316-1,경기도,수원시,권선구 오목천동 316-1
가평현리,경기도 가평군 하면 현리 가평군 하면 현리 409-11,경기도,가평군,하면 현리 가평군 하면 현리 409-11
천안통정,충청남도 천안시 동남구 신방동 1534,충청남도,천안시,동남구 신방동 1534
성남도촌,경기도 성남시 중원구 도촌동 604,경기도,성남시,중원구 도촌동 604
롯데이천아울렛,경기도 이천시 호법면 단천리 산51-7,경기도,이천시,호법면 단천리 산51-7
제주외도D/T,제주특별자치도 제주시 외도2동 343-9,제주특별자치도,제주시,외도2동 343-9
여주가남,경기도 여주시 가남면 태평리 110-7,경기도,여주시,가남면 태평리 110-7
충남광천,충청남도 홍성군 광천읍 189-2 1층,충청남도,홍성군,광천읍 189-2 1층
서울대,서울특별시 관악구 대학동 산 56-1 서울대학교 內,서울특별시,관악구,대학동 산 56-1 서울대학교 內
센텀프라자빌딩,부산광역시 해운대구 우동 1078-1,부산광역시,해운대구,우동 1078-1
광주농성D/T,광주광역시 서구 죽봉대로 21-1,광주광역시,서구,죽봉대로 21-1
김포구래,경기도 김포시 김포한강9로 경기도 김포시 한강9로 76번길,경기도,김포시,김포한강9로 경기도 김포시 한강9로 76번길
롯데아울렛동부산1층,부산광역시 기장군 기장해안로147 동부산롯데아울렛 A130,부산광역시,기장군,기장해안로147 동부산롯데아울렛 A130
원주반곡,강원도 원주시 반곡동 1878-8,강원도,원주시,반곡동 1878-8
청주율량2지구,충청북도 청주시 청원구 충청대로 174번길(주성동 343번지),충청북도,청주시,청원구 충청대로 174번길(주성동 343번지)
청평D/T,경기도 가평군 청평면 청평리 312-9,경기도,가평군,청평면 청평리 312-9
나주혁신,전라남도 나주시 금천면 빛가람로 189-1,전라남도,나주시,금천면 빛가람로 189-1
안동용상D/T,경상북도 안동시 용상동 1076-3 SK에너지 주유소 內,경상북도,안동시,용상동 1076-3 SK에너지 주유소 內
전남장성,전라남도 장성군 장성읍 영천로 166,전라남도,장성군,장성읍 영천로 166
대구월드컵대로,대구광역시 수성구 유니버시아드로 338(욱수동 121),대구광역시,수성구,유니버시아드로 338(욱수동 121)
부산학장,부산광역시 사상구 학장동 574-100,부산광역시,사상구,학장동 574-100
경북봉화,경상북도 봉화군 봉화읍 내성리 394-18,경상북도,봉화군,봉화읍 내성리 394-18
롯데아울렛광명,경기도 광명시 일직동 500 롯데아울렛광명점 5층내,경기도,광명시,일직동 500 롯데아울렛광명점 5층내
세종첫마을,세종특별자치시 나성동 540번지,세종특별자치시,세종특별자치시,나성동 540번지
경남하동,경상남도 하동군 하동읍 읍내리 233-22,경상남도,하동군,하동읍 읍내리 233-22
홈플러스세종,세종특별자치시 어진동 307-3,세종특별자치시,세종특별자치시,어진동 307-3
거제수월,경상남도 거제시 수월동 1120-11,경상남도,거제시,수월동 1120-11
광주오포,경기도 광주시 오포읍 양벌리 375-1,경기도,광주시,오포읍 양벌리 375-1
대전용운,대전광역시 동구 용운동 307-11,대전광역시,동구,용운동 307-11
명덕네거리,대구광역시 중구 남산동 2110-8,대구광역시,중구,남산동 2110-8
보문역,서울특별시 성북구 보문동5가 3-1,서울특별시,성북구,보문동5가 3-1
광주능평,경기도 광주시 오포읍 능평리 437-9,경기도,광주시,오포읍 능평리 437-9
울산성안,울산광역시 중구 성안로 195,울산광역시,중구,성안로 195
양평용문,경기도 양평군 용문면 다문리 327-2,경기도,양평군,용문면 다문리 327-2
부산대청,부산광역시 중구 대청동3가 14-1,부산광역시,중구,대청동3가 14-1
제주아라,제주특별자치도 제주시 아라1동 6105,제주특별자치도,제주시,아라1동 6105
잠실롯데월드몰B1,서울특별시 송파구 신천동 서울시 송파구 신천동 29번지 지하1층,서울특별시,송파구,신천동 서울시 송파구 신천동 29번지 지하1층
메가마트기장,부산광역시 기장군 일광면 삼성리 기장대로 673,부산광역시,기장군,일광면 삼성리 기장대로 673
경북고령,경상북도 고령군 고령읍 쾌빈리 왕륭로 116,경상북도,고령군,고령읍 쾌빈리 왕륭로 116
신호매실,경기도 수원시 권선구 호매실동 호매실로104번길 24-61,경기도,수원시,권선구 호매실동 호매실로104번길 24-61
인천영종하늘도시,인천광역시 중구 하늘중앙로195번길 하늘중앙로 195번길 14,인천광역시,중구,하늘중앙로195번길 하늘중앙로 195번길 14
전주혁신,전라북도 전주시 완산구 안전로 154 104호,전라북도,전주시,완산구 안전로 154 104호
인천서창,인천광역시 남동구 서창동 인천광역시 남동구 서창남순환로 2,인천광역시,남동구,서창동 인천광역시 남동구 서창남순환로 2
제주항D/T,"제주특별자치도 제주시 건입동 제주시 임항로 94,1~2층(건입동)",제주특별자치도,제주시,"건입동 제주시 임항로 94,1~2층(건입동)"
부산망미,부산광역시 수영구 연수로 278,부산광역시,수영구,연수로 278
창원동읍,경상남도 창원시 의창구 동읍 용잠리 364-1,경상남도,창원시,의창구 동읍 용잠리 364-1
천안차암,충청남도 천안시 서북구 차암동 436,충청남도,천안시,서북구 차암동 436
양산석산,경상남도 양산시 동면 석산리 1477-1,경상남도,양산시,동면 석산리 1477-1
천안성거,충청남도 천안시 서북구 성거읍 천흥리 427-2,충청남도,천안시,서북구 성거읍 천흥리 427-2
금곡,경기도 남양주시 금곡동 156-40,경기도,남양주시,금곡동 156-40
강릉포남,강원도 강릉시 포남동 1291-5,강원도,강릉시,포남동 1291-5
수원탑동,경기도 수원시 권선구 757-1,경기도,수원시,권선구 757-1
부산물만골역,부산광역시 연제구 월드컵대로 12,부산광역시,연제구,월드컵대로 12
구미공단,경상북도 구미시 1공단로 212,경상북도,구미시,1공단로 212
전남고흥,전라남도 고흥군 고흥읍 여산당촌길 8,전라남도,고흥군,고흥읍 여산당촌길 8
진주하대,경상남도 진주시 도동로 236,경상남도,진주시,도동로 236
망원,서울특별시 마포구 월드컵로 85,서울특별시,마포구,월드컵로 85
마산진동,경상남도 창원시 마산합포구 진동면 진동리 850-1,경상남도,창원시,마산합포구 진동면 진동리 850-1
순창D/T,전라북도 순창군 순창읍 교성리 394-6,전라북도,순창군,순창읍 교성리 394-6
이천증포,경기도 이천시 이섭대천로 1403,경기도,이천시,이섭대천로 1403
부천도당,경기도 부천시 원미구 도당동 58-2,경기도,부천시,원미구 도당동 58-2
광주신용,광주광역시 북구 첨단연신로91번길 6,광주광역시,북구,첨단연신로91번길 6
서원대,충청북도 청주시 흥덕구 모충동 134-27,충청북도,청주시,흥덕구 모충동 134-27
대전관저,대전광역시 서구 관저동 1008,대전광역시,서구,관저동 1008
고양관산,경기도 고양시 덕양구 관산동 231-29,경기도,고양시,덕양구 관산동 231-29
김해내외D/I,경상남도 김해시 내외중앙로 42,경상남도,김해시,내외중앙로 42
제주삼화지구,제주특별자치도 제주시 도련1동 1938-5,제주특별자치도,제주시,도련1동 1938-5
대구진천역,대구광역시 달서구 월배로 89,대구광역시,달서구,월배로 89
논산연무,충청남도 논산시 연무읍 안심로 152,충청남도,논산시,연무읍 안심로 152
김포운양,경기도 김포시 운양동 1299-1,경기도,김포시,운양동 1299-1
호매실DI,경기도 수원시 권선구 호매실동 52-1,경기도,수원시,권선구 호매실동 52-1
인천청라호수공원,인천광역시 서구 솔빛로 88,인천광역시,서구,솔빛로 88
부산다대포,부산광역시 사하구 다대로 698,부산광역시,사하구,다대로 698
거제아주,경상남도 거제시 아주1로 38,경상남도,거제시,아주1로 38
일산대화역,경기도 고양시 일산서구 대화동 2203-1,경기도,고양시,일산서구 대화동 2203-1
평택지산,경기도 평택시 지산로 76,경기도,평택시,지산로 76
경북풍기,경상북도 영주시 풍기읍 27-16,경상북도,영주시,풍기읍 27-16
임실,전라북도 임실군 임실읍 운수로 19,전라북도,임실군,임실읍 운수로 19
부산남포,부산광역시 중구 비프광장로 15,부산광역시,중구,비프광장로 15
삼송신원,경기도 고양시 덕양구 신원동627번지,경기도,고양시,덕양구 신원동627번지
여수웅천지구,전라남도 여수시 웅천동 예울마루로 37-16,전라남도,여수시,웅천동 예울마루로 37-16
광주태전,경기도 광주시 장지동 고불로 43-1,경기도,광주시,장지동 고불로 43-1
대전한밭대,대전광역시 유성구 덕명동 592-1,대전광역시,유성구,덕명동 592-1
익산배산,전라북도 익산시 모현동1가 871,전라북도,익산시,모현동1가 871
경남남지,경상남도 창녕군 남지읍 문화길 35-4,경상남도,창녕군,남지읍 문화길 35-4
오금,"서울특별시 송파구 동남로 313(오금동,1층)",서울특별시,송파구,"동남로 313(오금동,1층)"
롯데마트여천,전라남도 여수시 선원동 1268-2,전라남도,여수시,선원동 1268-2
원주태장,강원도 원주시 북원로 2680,강원도,원주시,북원로 2680
세곡,서울특별시 강남구 세곡동 281-4,서울특별시,강남구,세곡동 281-4
롯데백잠실광장,서울특별시 송파구 잠실동 40-1,서울특별시,송파구,잠실동 40-1
군자,서울특별시 광진구 천호대로 548,서울특별시,광진구,천호대로 548
보광,서울특별시 용산구 보광동 223-6,서울특별시,용산구,보광동 223-6
당진,충청남도 당진시 당진중앙1로 108,충청남도,당진시,당진중앙1로 108
방이역,서울특별시 송파구 마천로 25,서울특별시,송파구,마천로 25
부천시청역,경기도 부천시 원미구 중동 1031-2,경기도,부천시,원미구 중동 1031-2
상일동,서울특별시 강동구 상일로 33,서울특별시,강동구,상일로 33
영천D/T,경상북도 영천시 조교동 733-2,경상북도,영천시,조교동 733-2
완주삼례,전라북도 완주군 삼례읍 삼례리 1405-31,전라북도,완주군,삼례읍 삼례리 1405-31
화성조암,경기도 화성시 우정읍 쌍봉로 76,경기도,화성시,우정읍 쌍봉로 76
대구청구네거리,대구광역시 수성구 범어동 1109,대구광역시,수성구,범어동 1109
담양D/I,전라남도 담양군 담양읍 백동리 277-31,전라남도,담양군,담양읍 백동리 277-31
인천불로,인천광역시 서구 검단로744번1길 30,인천광역시,서구,검단로744번1길 30
서면일번가,부산광역시 부산진구 서면로 46,부산광역시,부산진구,서면로 46
강동구청D/T,서울특별시 강동구 성내동 319-1,서울특별시,강동구,성내동 319-1
순천신대,전라남도 순천시 해룡면 신대리 1979-1,전라남도,순천시,해룡면 신대리 1979-1
경남함안,경상남도 함안군 가야읍 함마대로 1514-25,경상남도,함안군,가야읍 함마대로 1514-25
덕성여대,서울특별시 강북구 수유동 279-84,서울특별시,강북구,수유동 279-84
송도센트럴파크,"인천광역시 연수구 센트럴로 160, 130호",인천광역시,연수구,"센트럴로 160, 130호"
부산토곡,부산광역시 연제구 연산동 480-16,부산광역시,연제구,연산동 480-16
후암,서울특별시 용산구 후암동 27-13,서울특별시,용산구,후암동 27-13
울산전하,울산광역시 동구 전하동 동구 진성14길 77,울산광역시,동구,전하동 동구 진성14길 77
대소,충청북도 음성군 대소면 오산리 120-33,충청북도,음성군,대소면 오산리 120-33
서산호수공원,충청남도 서산시 예천동 1262-4,충청남도,서산시,예천동 1262-4
부안,전라북도 부안군 부안읍 동중1리 124-2,전라북도,부안군,부안읍 동중1리 124-2
동대구역사2호,대구광역시 동구 신암동 294,대구광역시,동구,신암동 294
인천검단,인천광역시 서구 왕길동 639-4,인천광역시,서구,왕길동 639-4
시흥거모,경기도 시흥시 도일로135번길 4,경기도,시흥시,도일로135번길 4
개봉,서울특별시 구로구 고척동 52-197,서울특별시,구로구,고척동 52-197
화성사강D/T,경기도 화성시 송산면 사강리 736-4,경기도,화성시,송산면 사강리 736-4
대전관평,대전광역시 유성구 관평동 840,대전광역시,유성구,관평동 840
의정부시청,경기도 의정부시 의정부2동 490,경기도,의정부시,의정부2동 490
성주,경상북도 성주군 성주읍 경산리 165-5,경상북도,성주군,성주읍 경산리 165-5
망포역,경기도 수원시 영통구 영통동 979-7,경기도,수원시,영통구 영통동 979-7
봉천역,서울특별시 관악구 봉천동 930-45,서울특별시,관악구,봉천동 930-45
개포,서울특별시 강남구 개포동 158-12,서울특별시,강남구,개포동 158-12
녹번,서울특별시 은평구 은평로 206,서울특별시,은평구,은평로 206
휘닉스파크,강원도 평창군 봉평면 태기로 174,강원도,평창군,봉평면 태기로 174
홈플러스상봉,"서울특별시 중랑구 상봉동 ,",서울특별시,중랑구,"상봉동 ,"
온양D/T,충청남도 아산시 문화로 301-6,충청남도,아산시,문화로 301-6
용인양지,경기도 용인시 처인구 양지면 남평로6,경기도,용인시,처인구 양지면 남평로6
수원곡반정,"경기도 수원시 권선구 곡반정로 65번길 33, 102호",경기도,수원시,"권선구 곡반정로 65번길 33, 102호"
인천동춘,인천광역시 연수구 앵고개로 246번길 33,인천광역시,연수구,앵고개로 246번길 33
화천사내,강원도 화천군 사내면 사내로 33,강원도,화천군,사내면 사내로 33
분당수내동,경기도 성남시 분당구 수내동 88-3번지,경기도,성남시,분당구 수내동 88-3번지
대전터미널,대전광역시 동구 동서대로 1689,대전광역시,동구,동서대로 1689
하나로부산,부산광역시 북구 금곡대로 469,부산광역시,북구,금곡대로 469
학동역,서울특별시 강남구 학동로 219 1층,서울특별시,강남구,학동로 219 1층
진주평거,"경상남도 진주시 평거로5번길 12, 1",경상남도,진주시,"평거로5번길 12, 1"
하남풍산,경기도 하남시 덕풍동로 111-10,경기도,하남시,덕풍동로 111-10
구의역,서울특별시 광진구 아차산로 370,서울특별시,광진구,아차산로 370
문경새재,경상북도 문경시 문경읍 새재로 928,경상북도,문경시,문경읍 새재로 928
인천소래포구역,인천광역시 남동구 소래역로 50. 1층 101호 102호,인천광역시,남동구,소래역로 50. 1층 101호 102호
홈플러스남현,서울특별시 관악구 과천대로 909,서울특별시,관악구,과천대로 909
인천허브D/I,인천광역시 중구 영종대로 283,인천광역시,중구,영종대로 283
천안독립기념관,충청남도 천안시 동남구 목천읍 삼방로 95 독립기념관內,충청남도,천안시,동남구 목천읍 삼방로 95 독립기념관內
만안구청,경기도 안양시 만안구 문예로 48,경기도,안양시,만안구 문예로 48
순천향대학D/T,충청남도 아산시 신창면 온천대로 798,충청남도,아산시,신창면 온천대로 798
김포사우,경기도 김포시 사우중로 92,경기도,김포시,사우중로 92
강진,전라남도 강진군 강진읍 중앙로 88번지 금호상가1층,전라남도,강진군,강진읍 중앙로 88번지 금호상가1층
부산신모라,부산광역시 사상구 모라로 110번길 3,부산광역시,사상구,모라로 110번길 3
경산진량,경상북도 경산시 진량읍 공단로 468,경상북도,경산시,진량읍 공단로 468
부여아울렛,충청남도 부여군 백제문로 387,충청남도,부여군,백제문로 387
천안성정,충청남도 천안시 서북구 서부대로 704,충청남도,천안시,서북구 서부대로 704
하나로마트남창원,경상남도 창원시 성산구 가음로 100,경상남도,창원시,성산구 가음로 100
양주백석D/T,경기도 양주시 백석읍 양주산성로 574번길 7,경기도,양주시,백석읍 양주산성로 574번길 7
안동터미널,경상북도 안동시 경동로 130,경상북도,안동시,경동로 130
천안안서D/T,충청남도 천안시 동남구 망향로 190,충청남도,천안시,동남구 망향로 190
홈플러스인천청라,인천광역시 서구 중봉대로 587,인천광역시,서구,중봉대로 587
대전대동,대전광역시 동구 계족로 174 (대동),대전광역시,동구,계족로 174 (대동)
마산역,경상남도 창원시 마산회원구 양덕옛2길 129(110호),경상남도,창원시,마산회원구 양덕옛2길 129(110호)
